text,category
"Coursera Specialization Monthly Subscription Total: $28104.00",Education & Subscriptions
"City Water Department Commercial Water Meter Consumption Sanitation Waste Management Utility Bill Qty: 54608",Utilities & Bills
"Quill Desk Pad Calendar Monthly Planner Logitech Wired USB Keyboard Black Ref#50471",Office Supplies & Equipment
"Panda Express Orange Chicken Plate Store #51279",Food & Dining
"Shell Gas Station V-Power Premium Diesel Convenience Store Snacks Gasoline Pump Fill Ref#22364",Travel & Transport
"Greystar Real Estate Monthly Apartment Rent Payment Reserved Parking Space Lease Pet Rent Monthly Fee Order #76039",Real Estate & Rent
"City Water Department Commercial Water Meter Consumption Municipal Water Sewage Usage Service Qty: 43764",Utilities & Bills
"Chipotle Mexican Grill Chicken Burrito Bowl Cheese Quesadilla Txn ID: 34619",Food & Dining
"Kroger Supermarket Cage Free Grade A Eggs Dozen Organic Greek Yogurt Vanilla Ref#52060",Groceries & Supermarkets
"GoodRx Maintenance Medication Annual Supply Order #13906",Healthcare & Pharmacy
"Lincoln Property Co Building Maintenance Fee Tenant Utility Submeter Charge Residential Suite Lease Payment #INV-7838",Real Estate & Rent
"Deloitte Corporate Tax Compliance Advisory Qty: 36448",Professional & Legal Services
"Meta Facebook Ads Meta Pixel Retargeting Ads Facebook Feed Lead Generation Ads Audience Network Conversions ₹24857,000",Marketing & Advertising
"CBRE Commercial Office Space Monthly Lease Txn ID: 16355",Real Estate & Rent
"Trader Joes Everything Bagel Sesame Seasoning Receipt #89583",Groceries & Supermarkets
"Clio Time Tracking Client Billing Portal Qty: 70059",Professional & Legal Services
"Whole Foods Market Extra Virgin Olive Oil Bottle Organic Whole Milk Gallon Artisanal Sourdough Bread Receipt #85813",Groceries & Supermarkets
"Budget Car Rental GPS Device Rental Roadside Assistance Protection Compact Car Daily Lease ₹86232,000",Travel & Transport
"Kroger Supermarket Fresh Gala Apples 3lb Bag Private Selection Honey Ham Shredded Cheddar Cheese 16oz Order #43475",Groceries & Supermarkets
"Twitter X Ads Trend Takeover Advertising Qty: 89617",Marketing & Advertising
"Kroger Supermarket Organic Greek Yogurt Vanilla Shredded Cheddar Cheese 16oz Qty: 40178",Groceries & Supermarkets
"CenturyLink Lumen Business Broadband DSL Service Dedicated Fiber Internet Line SIP Trunking Voice Channel #INV-99925",Telecommunications & Internet
"Whole Foods Market Organic Whole Milk Gallon Wild Caught Salmon Fillet Extra Virgin Olive Oil Bottle Qty: 53656",Groceries & Supermarkets
"Ticketmaster Concert Ticket Event Admission VIP Reserved Ticket Seat #INV-99504",Entertainment & Events
"Deloitte Financial Audit Accounting Services Corporate Tax Compliance Advisory ₹72677,000",Professional & Legal Services
"AWS Amazon Web Services Lambda Serverless Executions EC2 Compute Billing Qty: 5227",Software & Cloud Services
"Verizon Fios Fios TV Ultimate HD Channel Package 1000Mbps Fiber Internet Service Qty: 39042",Telecommunications & Internet
"Trader Joes Organic Baby Spinach Salad Cold Brew Coffee Concentrate Mandarin Orange Chicken Frozen Order #31291",Groceries & Supermarkets
"Alaska Airlines Nonstop Flight Ticket First Class Cabin Seat #INV-33223",Travel & Transport
"Staples HP Black Toner Cartridge Laserjet Heavy Duty Binders 2 Inch Total: $17388.00",Office Supplies & Equipment
"Pizza Hut WingStreet Boneless Wings ₹53281,000",Food & Dining
"Kroger Supermarket Shredded Cheddar Cheese 16oz ₹81952,000",Groceries & Supermarkets
"LegalZoom LLC Business Formation Filing Fee Trademark Registration Filing Registered Agent Annual Service #INV-43571",Professional & Legal Services
"Cracker Barrel Chicken n Dumplins Store #29841",Food & Dining
"Wall Street Journal WSJ Digital News Unlimited Access Print Weekend Newspaper Delivery Subscription Total: $26700.00",Education & Subscriptions
"CBRE Commercial Office Space Monthly Lease Common Area Maintenance CAM Fee ₹54828,000",Real Estate & Rent
"Bank of America International Transaction Fee Store #38034",Insurance & Financial Fees
"Wal-Mart Pharmacy Omega 3 Fish Oil Concentrated Softgels Blood Glucose Monitoring Meter Kit Txn ID: 482",Healthcare & Pharmacy
"Comcast Business Business Internet 1 Gig Line Static IP Address Subnet #INV-13085",Telecommunications & Internet
"Greystar Real Estate Community Amenity Maintenance Fee Pet Rent Monthly Fee Txn ID: 3539",Real Estate & Rent
"Udemy Python Data Science Masterclass AWS Solutions Architect Certification Course Txn ID: 28799",Education & Subscriptions
"Clio Time Tracking Client Billing Portal Legal Practice Management Software Trust Accounting Compliance Total: $95210.00",Professional & Legal Services
"PwC PricewaterhouseCoopers Risk Assurance Advisory Retainer Regulatory Compliance Audit Transaction Tax Structuring Services Receipt #79842",Professional & Legal Services
"OfficeMax Heavy Duty Packing Tape Dispenser Txn ID: 82279",Office Supplies & Equipment
"Lowes Husky Heavy Duty Workbench Qty: 84734",Maintenance & Repairs
"Deloitte Financial Audit Accounting Services Corporate Tax Compliance Advisory Management Consulting Retainer Order #36857",Professional & Legal Services
"PlayStation Network PS Plus Extra 12-Month Membership In-Game Currency Addon Pack Digital Game Store Purchase Ref#8754",Entertainment & Events
"ExxonMobil Synergy Extra Gasoline Diesel Fuel Pump Fill Store #4408",Travel & Transport
"Cloudflare Workers KV Storage Usage DDoS Protection Premium Order #73235",Software & Cloud Services
"Hertz Luxury Convertible Rental Store #7563",Travel & Transport
"Hulu Live TV Bundle Disney+ ESPN+ Ref#14305",Entertainment & Events
"Greystar Real Estate Monthly Apartment Rent Payment Ref#54329",Real Estate & Rent
"CenturyLink Lumen Business Broadband DSL Service Total: $28350.00",Telecommunications & Internet
"Spectrum Business Voice Landline Phone Service Qty: 16966",Utilities & Bills
"Mayo Clinic Orthopedic Physical Therapy Evaluation Order #93223",Healthcare & Pharmacy
"Costco Wholesale Purified Drinking Water 40 Bottle Case Qty: 16955",Groceries & Supermarkets
"Hertz Luxury Convertible Rental Gold Plus Booking Ref#26754",Travel & Transport
"National Grid Pipeline Safety Inspection Assessment Electric Distribution Supply Account Natural Gas Delivery Service Monthly Bill Order #54540",Utilities & Bills
"Disney+ Premier Access Movie Rental Order #73914",Entertainment & Events
"KPMG Cybersecurity Advisory Services Statutory Financial Statement Audit Receipt #20026",Professional & Legal Services
"Budget Car Rental GPS Device Rental Compact Car Daily Lease Roadside Assistance Protection ₹1369,000",Travel & Transport
"Costco Wholesale Kirkland Signature Paper Towels 12 Roll Rotisserie Chicken Whole Purified Drinking Water 40 Bottle Case Receipt #48476",Groceries & Supermarkets
"JPMorgan Chase Bank Monthly Checking Account Service Fee Total: $92150.00",Insurance & Financial Fees
"Harvard Business Review Executive Leadership Magazine Case Study PDF Download License Total: $23776.00",Education & Subscriptions
"LinkedIn Learning Enterprise Skill Training Subscription Monthly Unlimited Learning Access Total: $11429.00",Education & Subscriptions
"Uber Trip Fare Downtown Store #77698",Travel & Transport
"Semrush Keyword Rank Tracking Subscription Site Audit Backlink Crawler Guru SEO Competitor Analytics Plan Txn ID: 37573",Marketing & Advertising
"Verizon Fios Gigabit Fiber Connection Internet LTE Mobile Hotspot Data Plan 5G Business Unlimited Smartphone Plan #INV-85916",Utilities & Bills
"Heroku Heroku Postgres Database Total: $16370.00",Software & Cloud Services
"Twilio SendGrid Email API Pro Txn ID: 10590",Software & Cloud Services
"Panda Express Orange Chicken Plate Fried Rice Egg Roll #INV-87217",Food & Dining
"Trader Joes Organic Baby Spinach Salad Ref#90921",Groceries & Supermarkets
"LegalZoom Trademark Registration Filing LLC Business Formation Filing Fee Total: $54718.00",Professional & Legal Services
"Supabase Compute Add-on Instance Size Pro Cloud Database Subscription Storage Bucket Bandwidth Transfer Total: $98621.00",Software & Cloud Services
"AT&T Fiber Static IP Address Block Monthly Wi-Fi Gateway Equipment Rental Fee Gigabit Fiber Internet Monthly Bill Receipt #61200",Telecommunications & Internet
"Comcast Business Business Internet 1 Gig Line ₹91598,000",Telecommunications & Internet
"Ahrefs Content Explorer Search Tool Advanced SEO Keyword Research Tool Site Explorer Domain Rating Tracker Receipt #4284",Marketing & Advertising
"Harvard Business Review HBR Digital Subscription Annual Executive Leadership Magazine Case Study PDF Download License Receipt #65723",Education & Subscriptions
"Pep Boys Radiator Coolant Flush Service ₹14308,000",Maintenance & Repairs
"Coursera Specialization Monthly Subscription Receipt #23457",Education & Subscriptions
"Pizza Hut Stuffed Crust Pepperoni Total: $55949.00",Food & Dining
"Allstate Insurance Property Casualty Insurance Premium Commercial Liability Insurance Policy Total: $49664.00",Insurance & Financial Fees
"Coursera Specialization Monthly Subscription Professional Certificate Course Fee Ref#80767",Education & Subscriptions
"GoodRx Pharmacy Savings Coupon Benefit Maintenance Medication Annual Supply Store #1882",Healthcare & Pharmacy
"CenturyLink Lumen Business Broadband DSL Service SIP Trunking Voice Channel Dedicated Fiber Internet Line Ref#68687",Telecommunications & Internet
"Southern California Edison SCE Commercial Electricity Tariff Usage Receipt #77186",Utilities & Bills
"Texas Roadhouse Bone-In Ribs Half Rack Txn ID: 454",Food & Dining
"Deloitte Management Consulting Retainer Financial Audit Accounting Services Corporate Tax Compliance Advisory Ref#44007",Professional & Legal Services
"Live Nation Concert Merchandise Shirt Live Performance Ticket Reservation Total: $16791.00",Entertainment & Events
"Stripe Radar Fraud Prevention Stripe Billing Subscriptions Processing Fee Chargeback Order #62503",Software & Cloud Services
"City Medical Clinic Primary Care Physician Consultation Total: $13139.00",Healthcare & Pharmacy
"National Grid Pipeline Safety Inspection Assessment Natural Gas Delivery Service Monthly Bill Total: $25840.00",Utilities & Bills
"Mailchimp Transactional Email API Credits Automated Customer Journey Builder Order #23246",Marketing & Advertising
"Lincoln Property Co Tenant Utility Submeter Charge Building Maintenance Fee Residential Suite Lease Payment Store #7971",Real Estate & Rent
"Eventbrite Professional Workshop Conference Pass Seminar Registration Fee Receipt #17496",Entertainment & Events
"Verizon Fios 1000Mbps Fiber Internet Service #INV-41015",Telecommunications & Internet
"Lowes Pipe Wrench Adjustable Plumbing Craftsman Socket Wrench Tool Set Receipt #11645",Maintenance & Repairs
"Adobe Creative Cloud Photoshop Illustrator Acrobat Pro Stock Photos Credit Pack All Apps Individual License Total: $74613.00",Software & Cloud Services
"JPMorgan Chase Bank Commercial Overdraft Protection Charge Receipt #49629",Insurance & Financial Fees
"Ace Hardware Gorilla Heavy Duty Construction Adhesive Store #1495",Maintenance & Repairs
"AWS Amazon Web Services CloudFront CDN Data S3 Storage Bucket Transfer Store #93322",Software & Cloud Services
"Rite Aid Eye Drops Lubricant Redness Relief Heating Pad Electric Muscle Relief Flonase Allergy Relief Nasal Spray Receipt #1952",Healthcare & Pharmacy
"AT&T Fiber Wi-Fi Gateway Equipment Rental Fee Static IP Address Block Monthly Total: $69076.00",Telecommunications & Internet
"JLL Jones Lang LaSalle Building Operating Expenses Adjustment Retail Space Lease Payment Total: $62007.00",Real Estate & Rent
"Lincoln Property Co Tenant Utility Submeter Charge Residential Suite Lease Payment Building Maintenance Fee Total: $11076.00",Real Estate & Rent
"NYC Transit MetroCard 30-Day Unlimited Subway Pass Total: $8504.00",Travel & Transport
"Comcast Business Static IP Address Subnet ₹40567,000",Telecommunications & Internet
"LinkedIn Learning Enterprise Skill Training Subscription Monthly Unlimited Learning Access ₹87935,000",Education & Subscriptions
"Sweetgreen Kale Caesar Salad Harvest Bowl Warm Grains Store #43652",Food & Dining
"PlayStation Network PS Plus Extra 12-Month Membership ₹72647,000",Entertainment & Events
"Lowes Craftsman Socket Wrench Tool Set Pipe Wrench Adjustable Plumbing LED Recessed Ceiling Lights 6 Pack Qty: 45692",Maintenance & Repairs
"Linear Standard Team Workspace Integrations API Access Total: $4734.00",Software & Cloud Services
"Rite Aid Flonase Allergy Relief Nasal Spray Txn ID: 32235",Healthcare & Pharmacy
"Enterprise Rent-A-Car Damage Waiver Insurance Unlimited Mileage Addon Sedan Lease Fullsize Total: $86627.00",Travel & Transport
"OpenAI Embeddings API Usage Order #35096",Software & Cloud Services
"Zoom Video Communications Pro Host Meeting License Zoom Webinars 500 Attendees Zoom Phone Domestic Unlimited Order #50773",Software & Cloud Services
"Verizon Fios Digital Home Phone Line Fios TV Ultimate HD Channel Package 1000Mbps Fiber Internet Service Ref#94804",Telecommunications & Internet
"United Airlines Nonstop Flight Ticket Checked Bag Allowance Store #17076",Travel & Transport
"Costco Wholesale Organic Extra Virgin Olive Oil 2L Txn ID: 18320",Groceries & Supermarkets
"Harvard Business Review Executive Leadership Magazine Case Study PDF Download License HBR Digital Subscription Annual Ref#26869",Education & Subscriptions
"AMC Theatres Dolby Cinema Recliner Seat Movie Ticket Adult Evening Receipt #55421",Entertainment & Events
"Spotify Family Plan Music Streaming Duo Subscription Student Discount Txn ID: 27750",Entertainment & Events
"EY Ernst & Young Global Tax Advisory Retainer Enterprise Risk Management Consulting Order #26360",Professional & Legal Services
"JLL Jones Lang LaSalle Building Operating Expenses Adjustment Commercial Real Estate Rent Invoice Retail Space Lease Payment Total: $91216.00",Real Estate & Rent
"Wall Street Journal WSJ Digital News Unlimited Access Txn ID: 2772",Education & Subscriptions
"Safeway Supermarket Signature Select Wheat Bread Sparkling Water 12 Pack Cans Fresh Strawberries 1lb Package Store #45573",Groceries & Supermarkets
"City Water Department Commercial Water Meter Consumption Sanitation Waste Management Utility Bill Municipal Water Sewage Usage Service ₹19698,000",Utilities & Bills
"AutoZone Duralast 12V Automotive Battery Brake Pads Front Ceramic Set Spark Plugs Platinum 4 Pack Ref#61584",Maintenance & Repairs
"Whole Foods Market Fresh Organic Bananas Bunch Qty: 4520",Groceries & Supermarkets
"Bank of America International Transaction Fee Txn ID: 40732",Insurance & Financial Fees
"Semrush Keyword Rank Tracking Subscription Site Audit Backlink Crawler Store #64348",Marketing & Advertising
"PlayStation Network PS Plus Extra 12-Month Membership Total: $71816.00",Entertainment & Events
"Wall Street Journal WSJ Print Weekend Newspaper Delivery Subscription Digital News Unlimited Access Store #23950",Education & Subscriptions
"Coursera Specialization Monthly Subscription Coursera for Business User License Total: $50212.00",Education & Subscriptions
"Target Five Star 3 Subject Notebook Scotch Magic Tape 3 Rolls Avery Printable Mailing Labels Receipt #92451",Office Supplies & Equipment
"Jiffy Lube Signature Service Synthetic Oil Change Serpentine Belt Inspection Replacement Ref#72345",Maintenance & Repairs
"LegalZoom Trademark Registration Filing Order #38331",Professional & Legal Services
"Pep Boys Front Suspension Strut Replacement Ref#7496",Maintenance & Repairs
"Consolidated Water Backflow Preventer Testing Inspection Store #35577",Utilities & Bills
"Lincoln Property Co Building Maintenance Fee Tenant Utility Submeter Charge Receipt #60788",Real Estate & Rent
"Deloitte Financial Audit Accounting Services Management Consulting Retainer Txn ID: 51244",Professional & Legal Services
"Rite Aid Hydrogen Peroxide Antiseptic Liquid CVS Health Cough Drops Cherry Eye Drops Lubricant Redness Relief Total: $72171.00",Healthcare & Pharmacy
"Wall Street Journal WSJ Print Weekend Newspaper Delivery Subscription Total: $72150.00",Education & Subscriptions
"Wall Street Journal WSJ Digital News Unlimited Access Print Weekend Newspaper Delivery Subscription Ref#16846",Education & Subscriptions
"Lowes Pipe Wrench Adjustable Plumbing Husky Heavy Duty Workbench Craftsman Socket Wrench Tool Set Receipt #10670",Maintenance & Repairs
"Google Workspace Google Drive Additional Capacity Business Plus Email Storage Enterprise Workspace Seats ₹82466,000",Software & Cloud Services
"Waste Management WM Commercial Trash Dumpster Rental Collection Recycling Waste Pickup Monthly Service ₹27559,000",Utilities & Bills
"Best Buy Anker 65W USB-C Charger Adapter CyberPower 1500VA Battery UPS Logitech MX Master 3S Mouse Total: $77470.00",Office Supplies & Equipment
"DocuSign Identity Verification API Access Envelope Quota Extension Pack Business Pro eSignature Plan Txn ID: 96952",Professional & Legal Services
"Lyft Lyft Pink Priority Standard Passenger Ride Total: $40357.00",Travel & Transport
"Delta Air Lines Roundtrip Economy Ticket Checked Baggage Fee Txn ID: 2787",Travel & Transport
"Quill Desk Pad Calendar Monthly Planner Commercial Copy Paper 10 Reams Order #95393",Office Supplies & Equipment
"CVS Pharmacy Prescription Medication Rx Refill Total: $86562.00",Healthcare & Pharmacy
"Udemy Python Data Science Masterclass AWS Solutions Architect Certification Course Qty: 9643",Education & Subscriptions
"JPMorgan Chase Bank Monthly Checking Account Service Fee Order #11945",Insurance & Financial Fees
"Sears Auto Center Wheel Alignment 4-Wheel Precision Transmission Fluid Service Flush A/C Recharge System Refrigerant Qty: 56677",Maintenance & Repairs
"AutoZone Castrol Full Synthetic Motor Oil 5 Qt Spark Plugs Platinum 4 Pack Duralast 12V Automotive Battery Ref#30323",Maintenance & Repairs
"Twilio SMS Voice API Communications Lookup Carrier Intelligence API SendGrid Email API Pro Receipt #3144",Software & Cloud Services
"Whole Foods Market Fresh Organic Bananas Bunch Ref#50991",Groceries & Supermarkets
"Eventbrite Professional Workshop Conference Pass Networking Event Ticket Admission Seminar Registration Fee #INV-37204",Entertainment & Events
"Twilio Lookup Carrier Intelligence API SendGrid Email API Pro SMS Voice API Communications Ref#77075",Software & Cloud Services
"Quest Diagnostics Routine Complete Blood Count CBC Test Qty: 6244",Healthcare & Pharmacy
"Atlassian Bitbucket Cloud CI Pipeline Total: $58310.00",Software & Cloud Services
"Safeway Supermarket Boneless Skinless Chicken Breast Fresh Strawberries 1lb Package Ref#57208",Groceries & Supermarkets
"Udemy AWS Solutions Architect Certification Course Online Video Course Purchase Ref#8610",Education & Subscriptions
"Google Workspace Google Drive Additional Capacity Business Plus Email Storage Enterprise Workspace Seats Txn ID: 66382",Software & Cloud Services
"Pep Boys Brake Fluid Flush Service Tire Rotation Wheel Alignment Service Front Suspension Strut Replacement Txn ID: 71271",Maintenance & Repairs
"Datadog Synthetic Test Automation Dashboard Users Txn ID: 10168",Software & Cloud Services
"Bank of America Merchant Processing Monthly Service Fee International Transaction Fee Qty: 10947",Insurance & Financial Fees
"Costco Wholesale Kirkland Signature Paper Towels 12 Roll Rotisserie Chicken Whole Receipt #23614",Groceries & Supermarkets
"Bank of America International Transaction Fee Txn ID: 81054",Insurance & Financial Fees
"CenturyLink Lumen Business Broadband DSL Service Txn ID: 45300",Telecommunications & Internet
"Rite Aid Heating Pad Electric Muscle Relief Flonase Allergy Relief Nasal Spray Total: $57926.00",Healthcare & Pharmacy
"Delta Air Lines Roundtrip Economy Ticket Qty: 6277",Travel & Transport
"AT&T Fiber Static IP Address Block Monthly Gigabit Fiber Internet Monthly Bill #INV-76620",Telecommunications & Internet
"Whole Foods Market Wild Caught Salmon Fillet ₹93911,000",Groceries & Supermarkets
"CenturyLink Lumen Dedicated Fiber Internet Line SIP Trunking Voice Channel Business Broadband DSL Service Qty: 53211",Telecommunications & Internet
"Kroger Supermarket Cage Free Grade A Eggs Dozen Total: $60147.00",Groceries & Supermarkets
"Hertz Luxury Convertible Rental Weekly Economy Car Lease Gold Plus Booking Total: $6717.00",Travel & Transport
"LinkedIn Learning Enterprise Skill Training Subscription Monthly Unlimited Learning Access Ref#24371",Education & Subscriptions
"Sweetgreen Guacamole Greens Salad Kale Caesar Salad Crispy Rice Bowl #INV-55166",Food & Dining
"Docker Container Image Security Docker Hub Team Subscription Docker Desktop Enterprise Total: $65150.00",Software & Cloud Services
"Enterprise Rent-A-Car Damage Waiver Insurance Total: $5337.00",Travel & Transport
"Geico Insurance Auto Vehicle Insurance Premium Comprehensive Collision Coverage Receipt #10607",Insurance & Financial Fees
"Jiffy Lube Windshield Wiper Blade Pair Install Signature Service Synthetic Oil Change Store #50945",Maintenance & Repairs
"Subway Chocolate Chip Cookies Meatball Marinara Veggie Delite Sub Ref#54437",Food & Dining
"JLL Jones Lang LaSalle Retail Space Lease Payment Store #94282",Real Estate & Rent
"Kroger Supermarket Private Selection Honey Ham Shredded Cheddar Cheese 16oz Qty: 88746",Groceries & Supermarkets
"Costco Wholesale Kirkland Signature Paper Towels 12 Roll Purified Drinking Water 40 Bottle Case Organic Extra Virgin Olive Oil 2L Txn ID: 6724",Groceries & Supermarkets
"JPMorgan Chase Bank Wire Transfer International Fee Monthly Checking Account Service Fee Commercial Overdraft Protection Charge Qty: 29642",Insurance & Financial Fees
"Netflix Extra Member Slot Fee Txn ID: 22282",Entertainment & Events
"Live Nation Music Festival Weekend Pass Total: $94506.00",Entertainment & Events
"AWS Amazon Web Services S3 Storage Bucket Transfer EC2 Compute Billing Total: $64652.00",Software & Cloud Services
"BART Bay Area Transit Clipper Card Refill #INV-17141",Travel & Transport
"Verizon Fios Digital Home Phone Line Fios TV Ultimate HD Channel Package Ref#87817",Telecommunications & Internet
"Mayo Clinic MRI Diagnostic Brain Imaging Scan Orthopedic Physical Therapy Evaluation Store #44280",Healthcare & Pharmacy
"Sears Auto Center Wheel Alignment 4-Wheel Precision Transmission Fluid Service Flush A/C Recharge System Refrigerant Order #41220",Maintenance & Repairs
"Lowes Craftsman Socket Wrench Tool Set Pipe Wrench Adjustable Plumbing Order #49543",Maintenance & Repairs
"LinkedIn Ads InMail Sponsored Messaging Sponsored Content B2B Campaign Text Ads Lead Gen Form Submissions Total: $61971.00",Marketing & Advertising
"Safeway Supermarket Fresh Strawberries 1lb Package Sparkling Water 12 Pack Cans Boneless Skinless Chicken Breast #INV-51662",Groceries & Supermarkets
"T-Mobile SyncUP Fleet Vehicle Tracking Device Qty: 66880",Utilities & Bills
"Uline Shipping Label Tape Rolls Heavy Duty Bubble Wrap Cushioning Roll 100ft Ref#90954",Office Supplies & Equipment
"State Farm Insurance Auto Insurance Liability Policy Ref#77633",Insurance & Financial Fees
"Ticketmaster VIP Reserved Ticket Seat Store #20874",Entertainment & Events
"Docker Container Image Security Ref#5772",Software & Cloud Services
"Verizon Fios 1000Mbps Fiber Internet Service Fios TV Ultimate HD Channel Package Digital Home Phone Line #INV-71349",Telecommunications & Internet
"Metra Commuter Rail Monthly Transit Pass Order #66323",Travel & Transport
"Walmart Spiral Notebooks College Ruled Glue Sticks School Pack Stainless Steel Scissors 8 Inch #INV-51687",Office Supplies & Equipment
"State Farm Insurance Homeowners Policy Premium Invoice Auto Insurance Liability Policy Txn ID: 56815",Insurance & Financial Fees
"Sweetgreen Crispy Rice Bowl Harvest Bowl Warm Grains Kale Caesar Salad Ref#91130",Food & Dining
"Staples HP Black Toner Cartridge Laserjet Multipurpose Copy Paper 20lb Receipt #24255",Office Supplies & Equipment
"Home Depot Benjamin Moore Interior Paint 1 Gal DeWalt 20V Max Cordless Drill Kit Werner 6ft Fiberglass Stepladder Total: $97784.00",Maintenance & Repairs
"ExxonMobil Synergy Extra Gasoline Motor Oil Synthetic 1Qt ₹81673,000",Travel & Transport
"Udemy AWS Solutions Architect Certification Course Python Data Science Masterclass Receipt #1015",Education & Subscriptions
"AT&T Fiber Static IP Address Block Monthly Ref#60746",Telecommunications & Internet
"Safeway Supermarket Signature Select Wheat Bread Boneless Skinless Chicken Breast Store #45091",Groceries & Supermarkets
"McDonalds Filet-O-Fish Oreo McFlurry Quarter Pounder Cheese Receipt #39311",Food & Dining
"City Medical Clinic Diagnostic X-Ray Examination Chest Urgent Care Outpatient Visit Co-pay Primary Care Physician Consultation Total: $62995.00",Healthcare & Pharmacy
"Sears Auto Center Wheel Alignment 4-Wheel Precision Store #44261",Maintenance & Repairs
"Duke Energy Commercial Electric Energy Usage Bill Industrial Power Transformer Account #INV-28202",Utilities & Bills
"Hertz Luxury Convertible Rental Gold Plus Booking Prepaid Gas Tank Fill Qty: 8847",Travel & Transport
"Allstate Insurance Commercial Liability Insurance Policy Store #64671",Insurance & Financial Fees
"Waste Management WM Hazardous Material Waste Disposal Commercial Trash Dumpster Rental Collection Recycling Waste Pickup Monthly Service #INV-46342",Utilities & Bills
"ConEdison Commercial Electric Supply Account Monthly Electric Utility Power Bill Gas Heating Service Electric Usage Ref#89446",Utilities & Bills
"TikTok Ads Spark Ads Creator Promotion In-Feed Video Ad Impressions TopView Takeover Ad Campaign Txn ID: 6686",Marketing & Advertising
"CBRE Commercial Office Space Monthly Lease Commercial Property Management Charge Order #93201",Real Estate & Rent
"Stripe Radar Fraud Prevention Stripe Billing Subscriptions Total: $76883.00",Software & Cloud Services
"Greystar Real Estate Reserved Parking Space Lease Monthly Apartment Rent Payment Order #19742",Real Estate & Rent
"Safeway Supermarket Boneless Skinless Chicken Breast Fresh Strawberries 1lb Package Total: $82332.00",Groceries & Supermarkets
"CVS Pharmacy Neosporin Antibiotic Ointment Tube Prescription Medication Rx Refill Total: $27344.00",Healthcare & Pharmacy
"Harvard Business Review Case Study PDF Download License Executive Leadership Magazine HBR Digital Subscription Annual #INV-64451",Education & Subscriptions
"TikTok Ads TopView Takeover Ad Campaign In-Feed Video Ad Impressions Spark Ads Creator Promotion Store #31411",Marketing & Advertising
"Shake Shack SmokeShack Burger Crinkle Cut Fries Chocolate Milkshake #INV-79783",Food & Dining
"Greystar Real Estate Pet Rent Monthly Fee Monthly Apartment Rent Payment Community Amenity Maintenance Fee Total: $58337.00",Real Estate & Rent
"Deloitte Management Consulting Retainer Txn ID: 54119",Professional & Legal Services
"Adobe Creative Cloud Photoshop Illustrator Acrobat Pro Order #51328",Software & Cloud Services
"Whole Foods Market Wild Caught Salmon Fillet Fresh Organic Bananas Bunch Receipt #45474",Groceries & Supermarkets
"CBRE Commercial Commercial Property Management Charge Common Area Maintenance CAM Fee #INV-40223",Real Estate & Rent
"CBRE Commercial Office Space Monthly Lease Total: $75788.00",Real Estate & Rent
"Disney+ Trio Premium Bundle Plan Premier Access Movie Rental Annual Premium Streaming Subscription Ref#21761",Entertainment & Events
"AT&T Fiber Static IP Address Block Monthly Gigabit Fiber Internet Monthly Bill ₹74569,000",Telecommunications & Internet
"Comcast Xfinity Voice Edge VoIP Business Phone Service Business Broadband Internet 500Mbps Xfinity TV Station Public Cable Order #53721",Utilities & Bills
"Rite Aid Eye Drops Lubricant Redness Relief Flonase Allergy Relief Nasal Spray Total: $62030.00",Healthcare & Pharmacy
"Greystar Real Estate Community Amenity Maintenance Fee Ref#11697",Real Estate & Rent
"Uline Shipping Label Tape Rolls Heavy Duty ₹33074,000",Office Supplies & Equipment
"AT&T Fiber Gigabit Fiber Internet Monthly Bill Wi-Fi Gateway Equipment Rental Fee Qty: 2814",Telecommunications & Internet
"AMC Theatres IMAX Cinema Ticket Pass #INV-24528",Entertainment & Events
"Wall Street Journal WSJ Digital News Unlimited Access Print Weekend Newspaper Delivery Subscription ₹40545,000",Education & Subscriptions
"Costco Wholesale Organic Extra Virgin Olive Oil 2L Qty: 47935",Groceries & Supermarkets
"TikTok Ads Spark Ads Creator Promotion In-Feed Video Ad Impressions TopView Takeover Ad Campaign Ref#91485",Marketing & Advertising
"Buffalo Wild Wings Ultimate Nachos Traditional Wings Medium Ref#81524",Food & Dining
"Coursera Professional Certificate Course Fee Qty: 85924",Education & Subscriptions
"OfficeMax Clorox Disinfecting Wipes Surface Heavy Duty Packing Tape Dispenser Metal Paper Clips Jumbo 1000 Box Total: $60500.00",Office Supplies & Equipment
"Burger King Chicken Royale Meal Qty: 21919",Food & Dining
"Wall Street Journal WSJ Digital News Unlimited Access Print Weekend Newspaper Delivery Subscription Receipt #48295",Education & Subscriptions
"Kroger Supermarket Cage Free Grade A Eggs Dozen Organic Greek Yogurt Vanilla Store #51111",Groceries & Supermarkets
"Chevron Supreme 93 Fueling Car Wash Express Ref#98087",Travel & Transport
"Quest Diagnostics Thyroid Stimulating Hormone TSH Lab Total: $95016.00",Healthcare & Pharmacy
"Wall Street Journal WSJ Digital News Unlimited Access Print Weekend Newspaper Delivery Subscription Total: $24688.00",Education & Subscriptions
"Deloitte Corporate Tax Compliance Advisory Financial Audit Accounting Services Management Consulting Retainer Store #21665",Professional & Legal Services
"HubSpot Marketing Hub Professional Tier CMS Hub Web Hosting Tools Order #67409",Marketing & Advertising
"Mailchimp Transactional Email API Credits Total: $64109.00",Marketing & Advertising
